CFOP;DESCRIÇÃO RESUMIDA [original];DESCRIÇÃO DETALHADA;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.156;5.156 - Transferência de mercadoria adquirida ou recebida de terceiros, que não deva por ele transitar.;Classificam-se neste código as transferências para outro estabelecimento da mesma empresa, de mercadorias adquiridas ou recebidas de terceiros para industrialização ou comercialização, que não tenham sido objeto de qualquer processo industrial, remetidas para armazém geral, depósito fechado ou outro, sem que haja retorno ao estabelecimento depositante.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.157;5.157 - Transferência de produção do estabelecimento, destinada à Zona Franca de Manaus ou Áreas de Livre Comércio.;Classificam-se neste código as transferências de produtos industrializados ou produzidos pelo próprio estabelecimento, para outro estabelecimento da mesma empresa localizado na Zona Franca de Manaus ou Áreas de Livre Comércio.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.158;5.158 - Transferência de mercadoria adquirida ou recebida de terceiros, destinada à Zona Franca de Manaus ou Áreas de Livre Comércio.;Classificam-se neste código as transferências de mercadorias adquiridas ou recebidas de terceiros, para outro estabelecimento da mesma empresa localizado na Zona Franca de Manaus ou Áreas de Livre Comércio.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.159;5.159 - Fornecimento de produção do estabelecimento de ato cooperativo.;Classificam-se neste código os fornecimentos de produtos industrializados ou produzidos pelo próprio estabelecimento de cooperativa destinados a seus cooperados ou a estabelecimento de outra cooperativa.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.160;5.160 - Fornecimento de mercadoria adquirida ou recebida de terceiros de ato cooperativo.;Classificam-se neste código os fornecimentos de mercadorias adquiridas ou recebidas de terceiros, que não tenham sido objeto de qualquer processo industrial no estabelecimento de cooperativa, destinados a seus cooperados ou a estabelecimento de outra cooperativa.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.200;5.200 - DEVOLUÇÕES DE COMPRAS PARA INDUSTRIALIZAÇÃO, PRODUÇÃO RURAL, COMERCIALIZAÇÃO OU ANULAÇÕES DE VALORES; ;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.201;5.201 - Devolução de compra para industrialização ou produção rural.;"Classificam-se neste código as devoluções de mercadorias adquiridas para serem utilizadas em processo de industrialização ou produção rural, cujas entradas tenham sido classificadas como ""1.101 - Compra para industrialização ou produção rural"".";;;;;;;;;;;;;;;;;;;;;;;;;;;
5.202;5.202 - Devolução de compra para comercialização, ou qualquer devolução de mercadorias efetuada pelo MEI com exceção das classificadas no código 5.503.;Classificam-se neste código as devoluções de mercadorias adquiridas para serem comercializadas, cujas entradas tenham sido classificadas como “Compra para comercialização”. Também serão classificadas neste código quaisquer devoluções de mercadorias efetuadas pelo MEI com exceção das classificadas no código “5.503 - Devolução de mercadoria recebida com fim específico de exportação”.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.205;5.205 - Anulação de valor relativo a aquisição de serviço de comunicação.;Classificam-se neste código as anulações correspondentes a valores faturados indevidamente, decorrentes das aquisições de serviços de comunicação.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.206;5.206 - Anulação de valor relativo a aquisição de serviço de transporte.;Classificam-se neste código as anulações correspondentes a valores faturados indevidamente, decorrentes das aquisições de serviços de transporte.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.207;5.207 - Anulação de valor relativo à compra de energia elétrica.;Classificam-se neste código as anulações correspondentes a valores faturados indevidamente, decorrentes da compra de energia elétrica.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.208;5.208 - Devolução de mercadoria recebida em transferência para industrialização ou produção rural.;Classificam-se neste código as devoluções de mercadorias recebidas em transferência de outros estabelecimentos da mesma empresa, para serem utilizadas em processo de industrialização ou produção rural.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.209;5.209 - Devolução de mercadoria recebida em transferência para comercialização.;Classificam-se neste código as devoluções de mercadorias recebidas em transferência de outro estabelecimento da mesma empresa, para serem comercializadas.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.210;5.210 - Devolução de compra para utilização na prestação de serviço.;Classificam-se neste código as devoluções de mercadorias adquiridas para utilização na prestação de serviços, cujas entradas tenham sido classificadas nos códigos “1.126 - Compra para utilização na prestação de serviço sujeita ao ICMS” e “1.128 - Compra para utilização na prestação de serviço sujeita ao ISSQN”.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.213;5.213 - Devolução de entrada de mercadoria com previsão de posterior ajuste ou fixação de preço, em ato cooperativo.;Classificam-se neste código as devoluções de entradas, inclusive simbólicas, que tenham sido classificadas no código “1.131 - Entrada de mercadoria, com previsão de posterior ajuste ou fixação de preço, decorrente de operação de ato cooperativo”.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.214;5.214 - Devolução referente à fixação de preço de produção do estabelecimento produtor, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço, de ato cooperativo, para comercialização.;Classificam-se neste código as devoluções referentes à fixação de preço de mercadorias do estabelecimento produtor cuja entrada para comercialização tenha sido classificada no código “1.132 - Fixação de preço de produção do estabelecimento produtor, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço, de ato cooperativo, para comercialização”.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.215;5.215 - Devolução referente à fixação de preço de produção do estabelecimento produtor, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço, de ato cooperativo, para industrialização.;Classificam-se neste código as devoluções referentes à fixação de preço de mercadorias do estabelecimento produtor cuja entrada para industrialização tenha sido classificada no código “1.135 - Fixação de preço de produção do estabelecimento produtor, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço, de ato cooperativo, para industrialização”.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.250;5.250 - VENDAS DE ENERGIA ELÉTRICA; ;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.251;5.251 - Venda de energia elétrica para distribuição ou comercialização.;Classificam-se neste código as vendas de energia elétrica destinada à distribuição ou comercialização. Também serão classificadas neste código as vendas de energia elétrica destinada a cooperativas para distribuição aos seus cooperados.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.252;5.252 - Venda de energia elétrica para estabelecimento industrial.;Classificam-se neste código as vendas de energia elétrica para consumo por estabelecimento industrial. Também serão classificadas neste código as vendas de energia elétrica destinada a estabelecimento industrial de cooperativa.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.253;5.253 - Venda de energia elétrica para estabelecimento comercial.;Classificam-se neste código as vendas de energia elétrica para consumo por estabelecimento comercial. Também serão classificadas neste código as vendas de energia elétrica destinada a estabelecimento comercial de cooperativa.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.254;5.254 - Venda de energia elétrica para estabelecimento prestador de serviço de transporte.;Classificam-se neste código as vendas de energia elétrica para consumo por estabelecimento de prestador de serviços de transporte.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.255;5.255 - Venda de energia elétrica para estabelecimento prestador de serviço de comunicação.;Classificam-se neste código as vendas de energia elétrica para consumo por estabelecimento de prestador de serviços de comunicação.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.256;5.256 - Venda de energia elétrica para estabelecimento de produtor rural.;Classificam-se neste código as vendas de energia elétrica para consumo por estabelecimento de produtor rural.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.258;5.258 - Venda de energia elétrica a não contribuinte.;Classificam-se neste código as vendas de energia elétrica a pessoas físicas ou a pessoas jurídicas não indicadas nos códigos anteriores.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.300;5.300 - PRESTAÇÕES DE SERVIÇOS DE COMUNICAÇÃO; ;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.301;5.301 - Prestação de serviço de comunicação para execução de serviço da mesma natureza.;Classificam-se neste código as prestações de serviços de comunicação destinados às prestações de serviços da mesma natureza.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.302;5.302 - Prestação de serviço de comunicação a estabelecimento industrial.;Classificam-se neste código as prestações de serviços de comunicação a estabelecimento industrial. Também serão classificados neste código os serviços de comunicação prestados a estabelecimento industrial de cooperativa.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.303;5.303 - Prestação de serviço de comunicação a estabelecimento comercial.;Classificam-se neste código as prestações de serviços de comunicação a estabelecimento comercial. Também serão classificados neste código os serviços de comunicação prestados a estabelecimento comercial de cooperativa.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.304;5.304 - Prestação de serviço de comunicação a estabelecimento de prestador de serviço de transporte.;Classificam-se neste código as prestações de serviços de comunicação a estabelecimento prestador de serviço de transporte.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.305;5.305 - Prestação de serviço de comunicação a estabelecimento de geradora ou de distribuidora de energia elétrica.;Classificam-se neste código as prestações de serviços de comunicação a estabelecimento de geradora ou de distribuidora de energia elétrica.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.306;5.306 - Prestação de serviço de comunicação a estabelecimento de produtor rural.;Classificam-se neste código as prestações de serviços de comunicação a estabelecimento de produtor rural.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.307;5.307 - Prestação de serviço de comunicação a não contribuinte.;Classificam-se neste código as prestações de serviços de comunicação a pessoas físicas ou a pessoas jurídicas não indicadas nos códigos anteriores.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.350;5.350 - PRESTAÇÕES DE SERVIÇOS DE TRANSPORTE; ;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.361;5.361 - Prestação de serviço de transporte iniciada na unidade federada em que estiver localizado o transportador.;Classificam-se neste código as prestações de serviços de transporte que se iniciam na mesma unidade federada em que estiver localizado o transportador.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.362;5.362 - Prestação de serviço de transporte iniciada em unidade federada diversa da que estiver localizado o transportador.;Classificam-se neste código as prestações de serviços de transporte que se iniciam em outra unidade federada, diferente da que estiver localizado o transportador.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.450;5.450 - SISTEMAS DE INTEGRAÇÃO E PARCERIA RURAL;"Classificam-se, neste grupo, as operações e prestações de integração e parceria rural. Constitui parceria rural o contrato agrário com cessão, por tempo determinado ou não, do uso de imóvel rural, para exercer atividade agrícola, pecuária, agro-industrial, extrativa vegetal ou mista; e ou entrega de animais para cria, recria, invernagem, engorda ou extração de matérias primas de origem animal, mediante partilha de riscos e frutos, produtos ou lucros havidos. Constitui integração vertical ou integração a relação contratual entre produtores integrados e integradores que visa a planejar e a realizar a produção e a industrialização ou comercialização de matéria-prima, bens intermediários ou bens de consumo final.";;;;;;;;;;;;;;;;;;;;;;;;;;;
5.451;5.451 - Remessa de animal - Sistema de Integração e Parceria Rural.;Classificam-se neste código as saídas referentes à remessa de animais para criação, recriação, produção ou engorda em estabelecimento de produtor no sistema integrado e de produção animal, inclusive em sistema de confinamento. Também serão classificados neste código a remessa decorrente de “ato cooperativo”, inclusive as operações entre cooperativa singular e cooperativa central.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.452;5.452 - Remessa de insumo - Sistema de Integração e Parceria Rural.;Classificam-se neste código as saídas referentes à remessa de insumos para utilização em estabelecimento de produtor no sistema integrado e de produção animal, para criação, recriação ou engorda, inclusive em sistema de confinamento. Também serão classificados neste código a remessa decorrente de “ato cooperativo”, inclusive as operações entre cooperativa singular e cooperativa central.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.453;5.453 - Retorno de animal ou da produção - Sistema de Integração e Parceria Rural.;Classificam-se neste código as saídas referentes ao retorno da produção, bem como dos animais criados ou engordados pelo produtor no sistema integrado e de produção animal, inclusive em sistema de confinamento. Também serão classificados neste código o retorno e o decorrente de “ato cooperativo”, inclusive as operações entre cooperativa singular e cooperativa central.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.454;5.454 - Retorno simbólico de animal ou da produção - Sistema de Integração e Parceria Rural.;Classificam-se neste código as saídas referentes ao retorno simbólico da produção, bem como dos animais criados ou engordados pelo produtor no sistema integrado e de produção animal, inclusive em sistema de confinamento.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.455;5.455 - Retorno de insumos não utilizados na produção - Sistema de Integração e Parceria Rural.;Classificam-se neste código as saídas referentes ao retorno de insumos não utilizados em estabelecimento de produtor no sistema integrado e de produção animal, para criação, recriação ou engorda, inclusive em sistema de confinamento e nas operações entre cooperativa singular e cooperativa central.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.456;5.456 - Saída referente a remuneração do produtor - Sistema de Integração e Parceria Rural.;Classificam-se neste código a saída da parcela da produção do produtor realizada em sistema de integração e produção animal, quando da entrega ao integrador ou parceiro. Também classificam-se neste código a saída decorrente de “ato cooperativo”, inclusive operação entre cooperativa singular e cooperativa central.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.500;5.500 - REMESSAS PARA FORMAÇÃO DE LOTE E COM FIM ESPECÍFICO DE EXPORTAÇÃO E EVENTUAIS DEVOLUÇÕES; ;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.501;5.501 - Remessa de produção do estabelecimento, com fim específico de exportação.;Classificam-se neste código as saídas de produtos industrializados ou produzidos pelo próprio estabelecimento, remetidos com fim específico de exportação a trading company, empresa comercial exportadora ou outro estabelecimento do remetente.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.502;5.502 - Remessa de mercadoria adquirida ou recebida de terceiros, com fim específico de exportação.;Classificam-se neste código as saídas de mercadorias adquiridas ou recebidas de terceiros, remetidas com fim específico de exportação a trading company, empresa comercial exportadora ou outro estabelecimento do remetente.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.503;5.503 - Devolução de mercadoria recebida com fim específico de exportação.;Classificam-se neste código as devoluções efetuadas por trading company, empresa comercial exportadora ou outro estabelecimento do destinatário, de mercadorias recebidas com fim específico de exportação, cujas entradas tenham sido classificadas no código “1.501 - Entrada de mercadoria recebida com fim específico de exportação”.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.504;5.504 - Remessa de mercadorias para formação de lote de exportação, de produtos industrializados ou produzidos pelo próprio estabelecimento.;Classificam-se neste código as remessas de mercadorias para formação de lote de exportação, de produtos industrializados ou produzidos pelo próprio estabelecimento.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.505;5.505 - Remessa de mercadorias, adquiridas ou recebidas de terceiros, para formação de lote de exportação.;Classificam-se neste código as remessas de mercadorias, adquiridas ou recebidas de terceiros, para formação de lote de exportação.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.550;5.550 - OPERAÇÕES COM BENS DE ATIVO IMOBILIZADO E MATERIAIS PARA USO OU CONSUMO; ;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.551;5.551 - Venda de bem do ativo imobilizado.;Classificam-se neste código as vendas de bens integrantes do ativo imobilizado do estabelecimento.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.552;5.552 - Transferência de bem do ativo imobilizado.;Classificam-se neste código os bens do ativo imobilizado transferidos para outro estabelecimento da mesma empresa.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.553;5.553 - Devolução de compra de bem para o ativo imobilizado.;Classificam-se neste código as devoluções de bens adquiridos para integrar o ativo imobilizado do estabelecimento, cuja entrada foi classificada no código “1.551 - Compra de bem para o ativo imobilizado”.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.554;5.554 - Remessa de bem do ativo imobilizado para uso fora do estabelecimento.;Classificam-se neste código as remessas de bens do ativo imobilizado para uso fora do estabelecimento.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.555;5.555 - Devolução de bem do ativo imobilizado de terceiro, recebido para uso no estabelecimento.;Classificam-se neste código as saídas em devolução, de bens do ativo imobilizado de terceiros, recebidos para uso no estabelecimento, cuja entrada tenha sido classificada no código “1.555 - Entrada de bem do ativo imobilizado de terceiro, remetido para uso no estabelecimento”.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.556;5.556 - Devolução de compra de material de uso ou consumo.;Classificam-se neste código as devoluções de mercadorias destinadas ao uso ou consumo do estabelecimento, cuja entrada tenha sido classificada no código “1.556 - Compra de material para uso ou consumo”.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.557;5.557 - Transferência de material para uso ou consumo.;Classificam-se neste código os materiais para uso ou consumo transferidos para outro estabelecimento da mesma empresa.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.600;5.600 - CRÉDITOS E RESSARCIMENTOS DE ICMS; ;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.601;5.601 - Transferência de crédito de ICMS acumulado.;Classificam-se neste código os lançamentos destinados ao registro da transferência de créditos de ICMS para outras empresas.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.602;5.602 - Transferência de saldo credor de ICMS para outro estabelecimento da mesma empresa, destinado à compensação de saldo devedor de ICMS.;Classificam-se neste código os lançamentos destinados ao registro da transferência de saldos credores de ICMS para outros estabelecimentos da mesma empresa, destinados à compensação do saldo devedor do estabelecimento, inclusive no caso de apuração centralizada do imposto.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.603;5.603 - Ressarcimento de ICMS retido por substituição tributária.;Classificam-se neste código os lançamentos destinados ao registro de ressarcimento de ICMS retido por substituição tributária a contribuinte substituído, efetuado pelo contribuinte substituto, nas hipóteses previstas na legislação aplicável.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.605;5.605 - Transferência de saldo devedor de ICMS de outro estabelecimento da mesma empresa.;Classificam-se neste código os lançamentos destinados ao registro da transferência de saldo devedor de ICMS para outro estabelecimento da mesma empresa, para efetivação da apuração centralizada do imposto.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.606;5.606 - Utilização de saldo credor de ICMS para extinção por compensação de débitos fiscais.;Classificam-se neste código os lançamentos destinados ao registro de utilização de saldo credor de ICMS em conta gráfica para extinção por compensação de débitos fiscais desvinculados de conta gráfica.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.650;5.650 - SAÍDAS DE COMBUSTÍVEIS, DERIVADOS OU NÃO DE PETRÓLEO E LUBRIFICAN-TES; ;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.651;5.651 - Venda de combustíveis ou lubrificantes de produção do estabelecimento destinado à industrialização subsequente.;Classificam-se neste código as vendas de combustíveis ou lubrificantes industrializados no estabelecimento destinados à industrialização do próprio produto, inclusive aquelas decorrentes de encomenda para entrega futura, cujo faturamento tenha sido classificado no código “5.922 - Lançamento efetuado a título de simples faturamento decorrente de venda para entrega futura”.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.652;5.652 - Venda de combustíveis ou lubrificantes de produção do estabelecimento destinado à comercialização.;Classificam-se neste código as vendas de combustíveis ou lubrificantes industrializados no estabelecimento destinados à comercialização, inclusive aquelas decorrentes de encomenda para entrega futura, cujo faturamento tenha sido classificado no código “5.922 - Lançamento efetuado a título de simples faturamento decorrente de venda para entrega futura”.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.653;5.653 - Venda de combustíveis ou lubrificantes de produção do estabelecimento destinado a consumidor ou usuário final.;Classificam-se neste código as vendas de combustíveis ou lubrificantes industrializados no estabelecimento destinados a consumo em processo de industrialização de outros produtos, à prestação de serviços ou a usuário final, inclusive aquelas decorrentes de encomenda para entrega futura, cujo faturamento tenha sido classificado no código “5.922 - Lançamento efetuado a título de simples faturamento decorrente de venda para entrega futura”.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.654;5.654 - Venda de combustíveis ou lubrificantes adquiridos ou recebidos de terceiros destinado à industrialização subsequente.;Classificam-se neste código as vendas de combustíveis ou lubrificantes adquiridos ou recebidos de terceiros destinados à industrialização do próprio produto, inclusive aquelas decorrentes de encomenda para entrega futura, cujo faturamento tenha sido classificado no código “5.922 - Lançamento efetuado a título de simples faturamento decorrente de venda para entrega futura”.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.655;5.655 - Venda de combustíveis ou lubrificantes adquiridos ou recebidos de terceiros destinado à comercialização.;Classificam-se neste código as vendas de combustíveis ou lubrificantes adquiridos ou recebidos de terceiros destinados à comercialização, inclusive aquelas decorrentes de encomenda para entrega futura, cujo faturamento tenha sido classificado no código “5.922 - Lançamento efetuado a título de simples faturamento decorrente de venda para entrega futura”.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.656;5.656 - Venda de combustíveis ou lubrificantes adquiridos ou recebidos de terceiros destinado a consumidor ou usuário final.;Classificam-se neste código as vendas de combustíveis ou lubrificantes adquiridos ou recebidos de terceiros destinados a consumo em processo de industrialização de outros produtos, à prestação de serviços ou a usuário final, inclusive aquelas decorrentes de encomenda para entrega futura, cujo faturamento tenha sido classificado no código “5.922 - Lançamento efetuado a título de simples faturamento decorrente de venda para entrega futura”.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.657;5.657 - Remessa de combustíveis ou lubrificantes adquiridos ou recebidos de terceiros para venda fora do estabelecimento.;Classificam-se neste código as remessas de combustíveis ou lubrificante, adquiridos ou recebidos de terceiros para serem vendidos fora do estabelecimento, inclusive por meio de veículos.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.658;5.658 - Transferência de combustíveis ou lubrificantes de produção do estabelecimento.;Classificam-se neste código as transferências de combustíveis ou lubrificantes, industrializados no estabelecimento, para outro estabelecimento da mesma empresa.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.659;5.659 - Transferência de combustíveis ou lubrificantes adquiridos ou recebidos de terceiro.;Classificam-se neste código as transferências de combustíveis ou lubrificantes, adquiridos ou recebidos de terceiros, para outro estabelecimento da mesma empresa.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.660;5.660 - Devolução de compra de combustíveis ou lubrificantes adquirido para industrialização subsequente.;Classificam-se neste código as devoluções de compras de combustíveis ou lubrificantes adquiridos para industrialização do próprio produto, cujas entradas tenham sido classificadas como “Compra de combustíveis ou lubrificantes para industrialização subsequente”.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.661;5.661 - Devolução de compra de combustíveis ou lubrificantes adquirido para comercialização.;Classificam-se neste código as devoluções de compras de combustíveis ou lubrificantes adquiridos para comercialização, cujas entradas tenham sido classificadas como “Compra de combustíveis ou lubrificantes para comercialização”.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.662;5.662 - Devolução de compra de combustíveis ou lubrificantes adquirido por consumidor ou usuário final.;Classificam-se neste código as devoluções de compras de combustíveis ou lubrificantes adquiridos para consumo em processo de industrialização de outros produtos, na prestação de serviços ou por usuário final, cujas entradas tenham sido classificadas como “Compra de combustíveis ou lubrificantes por consumidor ou usuário final”.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.663;5.663 - Remessa para armazenagem de combustíveis ou lubrificantes.;Classificam-se neste código as remessas para armazenagem de combustíveis ou lubrificantes.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.664;5.664 - Retorno de combustíveis ou lubrificantes recebido para armazenagem.;Classificam-se neste código as remessas em devolução de combustíveis ou lubrificantes, recebidos para armazenagem.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.665;5.665 - Retorno simbólico de combustíveis ou lubrificantes recebido para armazenagem.;Classificam-se neste código os retornos simbólicos de combustíveis ou lubrificantes recebidos para armazenagem, quando as mercadorias armazenadas tenham sido objeto de saída a qualquer título e não devam retornar ao estabelecimento depositante.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.666;5.666 - Remessa por conta e ordem de terceiros de combustíveis ou lubrificantes recebido para armazenagem.;Classificam-se neste código as saídas por conta e ordem de terceiros, de combustíveis ou lubrificantes, recebidos anteriormente para armazenagem.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.667;5.667 - Venda de combustíveis ou lubrificantes a consumidor ou usuário final estabelecido em outra unidade da Federação.;Classificam-se neste código as vendas de combustíveis ou lubrificantes a consumidor ou a usuário final estabelecido em outra unidade da Federação, cujo abastecimento tenha sido efetuado na unidade da Federação do remetente.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.900;5.900 - OUTRAS SAÍDAS DE MERCADORIAS OU PRESTAÇÕES DE SERVIÇOS; ;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.901;5.901 - Remessa física para industrialização por encomenda.;Classificam-se neste código as remessas físicas de insumos remetidos para industrialização por encomenda, a ser realizada em outra empresa ou em outro estabelecimento da mesma empresa.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.902;5.902 - Retorno de mercadoria utilizada na industrialização por encomenda.;Classificam-se neste código as remessas, pelo estabelecimento industrializador, dos insumos recebidos para industrialização e incorporados ao produto final, por encomenda de outra empresa ou de outro estabelecimento da mesma empresa. O valor dos insumos nesta operação deverá ser igual ao valor dos insumos recebidos para industrialização.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.903;5.903 - Retorno de mercadoria recebida para industrialização e não aplicada no referido processo.;Classificam-se neste código as remessas em devolução de insumos recebidos para industrialização e não aplicados no referido processo.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.904;5.904 - Remessa para venda fora do estabelecimento, ou qualquer remessa efetuada pelo MEI com exceção das classificadas nos códigos 5.502 e 5.505.;Classificam-se neste código as remessas de mercadorias para venda fora do estabelecimento, inclusive por meio de veículos. Também serão classificadas neste código quaisquer remessas de mercadorias efetuadas pelo MEI com exceção das classificadas nos códigos “5.502 - Remessa de mercadoria adquirida ou recebida de terceiros, com fim específico de exportação” e “5.505 - Remessa de mercadorias, adquiridas ou recebidas de terceiros, para formação de lote de exportação”.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.905;5.905 - Remessa para depósito fechado ou armazém geral ou outro estabelecimento da mesma empresa.;Classificam-se neste código as remessas de mercadorias para depósito em depósito fechado ou armazém geral ou outro estabelecimento da mesma empresa.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.906;5.906 - Retorno de mercadoria depositada em depósito fechado ou armazém geral ou outro estabelecimento da mesma empresa.;Classificam-se neste código os retornos de mercadorias depositadas em depósito fechado, armazém geral ou outro estabelecimento da mesma empresa ao estabelecimento depositante.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.907;5.907 - Retorno simbólico de mercadoria depositada em depósito fechado ou armazém geral ou outro estabelecimento da mesma empresa.;Classificam-se neste código os retornos simbólicos de mercadorias recebidas para depósito em depósito fechado, armazém geral ou outro estabelecimento da mesma empresa quando as mercadorias depositadas tenham sido objeto de saída a qualquer título e que não devam retornar ao estabelecimento depositante.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.908;5.908 - Remessa de bem por conta de contrato de comodato ou locação.;Classificam-se neste código as remessas de bens para o cumprimento de contrato de comodato ou locação.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.909;5.909 - Retorno de bem recebido por conta de contrato de comodato ou locação.;Classificam-se neste código as remessas de bens em devolução após cumprido o contrato de comodato ou locação.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.910;5.910 - Remessa em doação ou brinde.;Classificam-se neste código as remessas de mercadorias a título de doação ou brinde.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.911;5.911 - Remessa de amostra grátis.;Classificam-se neste código as remessas de mercadorias a título de amostra grátis.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.912;5.912 - Remessa de mercadoria ou bem para demonstração, mostruário ou treinamento.;Classificam-se neste código as remessas de mercadorias ou bens para demonstração, mostruário ou treinamento.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.913;5.913 - Retorno de mercadoria ou bem recebido para demonstração ou mostruário.;Classificam-se neste código as remessas em devolução de mercadorias ou bens recebidos para demonstração ou mostruário.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.914;5.914 - Remessa de mercadoria ou bem para exposição ou feira.;Classificam-se neste código as remessas de mercadorias ou bens para exposição ou feira.;;;;;;;;;;;;;;;;;;;;;;;;;;;
